answererId,askerId,content,position,primaryTag,secondaryTag,sessionId,status,timeAddressed,timeAssigned,timeEntered,wasNotified,taNew,studentNew,location,answererLocation,isVirtual,startTime,endTime
5VJn6zDOgScP7zCHW6yfkLYZqB73,PrXUvlg4n1hXLmzJd4FzjXSKFoa2,Help,1,2Vo5Jjwc0FurdXvzdLSA,9o3OcF1qa3YtYg0ISc1a,M4Wv6qHGSna9ATGOv8kT,resolved,2025-09-18 12:37:22.800000+00:00,2025-09-18 12:37:17.986000+00:00,2025-09-18 12:36:12.489000+00:00,True,False,True,In the back,,,,
pOJ0XRvm27bZgUfGjTXjcP9KlYf1,rsf34exdyQWrkNNqjG2MJnZVLAE3,Try catch is producing an error,1,me4eTShdH5VGg3E51491,d1cx6rcTf9Bjca2Tr69p,YsT3ZlPtYqwbAgEEKVZ0,assigned,,2025-09-18 02:50:55.312000+00:00,2025-09-18 02:47:55.390000+00:00,True,,,By the front door wearing a blue shirt,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,3wCwGWgCWBWH758Bgu97xxUnSJF3,test!,1,me4eTShdH5VGg3E51491,d1cx6rcTf9Bjca2Tr69p,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:47:29.622000+00:00,2025-09-18 02:40:34.022000+00:00,2025-09-18 02:39:44.427000+00:00,True,,,with a rubiks cube on desk,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,rsf34exdyQWrkNNqjG2MJnZVLAE3,Implementing the scanner is producing an error,2,me4eTShdH5VGg3E51491,d1cx6rcTf9Bjca2Tr69p,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:39:05.565000+00:00,2025-09-18 02:36:09.895000+00:00,2025-09-18 02:27:58.593000+00:00,True,,,King first floor,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,j8M85vGJQfWMNq2FWWv9KI1wjxh2,??? so many,1,lUgXYmy0M06bHHAqiTkB,BvdCjo4UXcMJspEcSi7w,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:34:36.580000+00:00,2025-09-18 02:29:29.873000+00:00,2025-09-18 02:26:42.366000+00:00,True,,,white shirt baks,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
pOJ0XRvm27bZgUfGjTXjcP9KlYf1,cGcsMP3uTBQWgdiKlOfqfjvZAbY2,"User inputs
",1,Y2PmVkd7F78KX3IkvVdJ,zQCKB7N7VnpNXB4yxSvf,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:24:26.766000+00:00,2025-09-18 02:22:23.923000+00:00,2025-09-18 02:21:55.106000+00:00,False,,,Up front,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
pOJ0XRvm27bZgUfGjTXjcP9KlYf1,sir6wK4xJXYOtQxc0vikFYTsAuG3,"looping through arrays
",1,Y2PmVkd7F78KX3IkvVdJ,PVz6gnOV9ybm50VoUVOi,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:20:16.395000+00:00,2025-09-18 02:17:11.709000+00:00,2025-09-18 02:17:08.619000+00:00,False,,,.,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
pOJ0XRvm27bZgUfGjTXjcP9KlYf1,j8M85vGJQfWMNq2FWWv9KI1wjxh2,vs code de;ting our code,1,lUgXYmy0M06bHHAqiTkB,BvdCjo4UXcMJspEcSi7w,YsT3ZlPtYqwbAgEEKVZ0,retracted,,2025-09-18 02:10:51.027000+00:00,2025-09-18 02:10:21.100000+00:00,False,,,white shirt baks,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
pOJ0XRvm27bZgUfGjTXjcP9KlYf1,sir6wK4xJXYOtQxc0vikFYTsAuG3,"Commenting in java
",1,Y2PmVkd7F78KX3IkvVdJ,PVz6gnOV9ybm50VoUVOi,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:10:15.364000+00:00,2025-09-18 02:09:16.873000+00:00,2025-09-18 02:06:40.164000+00:00,False,,,.,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,cGcsMP3uTBQWgdiKlOfqfjvZAbY2,ll,3,Y2PmVkd7F78KX3IkvVdJ,zQCKB7N7VnpNXB4yxSvf,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:44:56.174000+00:00,2025-09-18 01:44:51.106000+00:00,2025-09-18 01:44:46.611000+00:00,False,,,ll,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,sir6wK4xJXYOtQxc0vikFYTsAuG3,Returning an array,2,Y2PmVkd7F78KX3IkvVdJ,PVz6gnOV9ybm50VoUVOi,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:54:09.712000+00:00,2025-09-18 01:45:35.005000+00:00,2025-09-18 01:44:21.214000+00:00,False,,,.,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,j8M85vGJQfWMNq2FWWv9KI1wjxh2,trying to figure out the layout of the lab lol name is baks,2,lUgXYmy0M06bHHAqiTkB,BvdCjo4UXcMJspEcSi7w,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:00:28.682000+00:00,2025-09-18 01:44:58.954000+00:00,2025-09-18 01:31:57.840000+00:00,False,,,white long sleeve shirt mid room,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,sir6wK4xJXYOtQxc0vikFYTsAuG3,scanners,1,Y2PmVkd7F78KX3IkvVdJ,MMRYWK1PkMjB3u22Ik5s,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:41:38.033000+00:00,2025-09-18 01:35:04.333000+00:00,2025-09-18 01:31:48.079000+00:00,False,,,middle ish with grey shirt ,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,3wCwGWgCWBWH758Bgu97xxUnSJF3,userplayer deciderank method,2,me4eTShdH5VGg3E51491,d1cx6rcTf9Bjca2Tr69p,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 02:26:16.508000+00:00,2025-09-18 02:00:31.229000+00:00,2025-09-18 01:28:13.202000+00:00,True,,,with a rubik's cube on desk,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,wnJ1iFbOUNSuXWqSDLZMBukZIvl2,non-static variable rank cannot be referenced from a static context,1,me4eTShdH5VGg3E51491,ZIfAUzS9AVz34IVA4THc,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:35:00.101000+00:00,2025-09-18 01:29:14.400000+00:00,2025-09-18 01:27:35.436000+00:00,False,,,Asian next to door,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,eeVVv3YL1SQIq4yY7UfAblxWq6h1,confusion about the lab instructions,2,lUgXYmy0M06bHHAqiTkB,Iq18R74wc2NnIK34hUlk,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:28:37.353000+00:00,2025-09-18 01:18:25.801000+00:00,2025-09-18 01:11:18.743000+00:00,False,,,green shirt by the door,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
pOJ0XRvm27bZgUfGjTXjcP9KlYf1,sir6wK4xJXYOtQxc0vikFYTsAuG3,"Several including break notaiton
",1,Y2PmVkd7F78KX3IkvVdJ,3c2EQ5kMz18MHtg6AWeJ,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:21:10.237000+00:00,2025-09-18 01:15:58.882000+00:00,2025-09-18 01:07:26.970000+00:00,False,,,middle ish in a grey t-shirt,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,IoJaJYYXrkbw8u5dBddwgRRlFr52,"Need help with terminal syntax
",1,lUgXYmy0M06bHHAqiTkB,9MCXXinWJFF0Ovfay7Qp,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:18:26.271000+00:00,2025-09-18 01:05:59.657000+00:00,2025-09-18 01:05:06.962000+00:00,False,,,Green shirt next to middle door,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
pOJ0XRvm27bZgUfGjTXjcP9KlYf1,3wCwGWgCWBWH758Bgu97xxUnSJF3,deciderank method,2,me4eTShdH5VGg3E51491,d1cx6rcTf9Bjca2Tr69p,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:15:54.601000+00:00,2025-09-18 01:04:53.948000+00:00,2025-09-18 01:00:07.329000+00:00,False,False,,with a Rubik's cube on desk,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,cGcsMP3uTBQWgdiKlOfqfjvZAbY2,Forgive me lord for I have syntaxed,1,Y2PmVkd7F78KX3IkvVdJ,zQCKB7N7VnpNXB4yxSvf,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:41:13.968000+00:00,2025-09-18 01:02:16.567000+00:00,2025-09-18 00:59:06.264000+00:00,True,True,False,In the back near the screen w/ hat,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,wnJ1iFbOUNSuXWqSDLZMBukZIvl2,Card,1,me4eTShdH5VGg3E51491,ZIfAUzS9AVz34IVA4THc,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:02:07.062000+00:00,2025-09-18 00:59:01.583000+00:00,2025-09-18 00:58:08.661000+00:00,False,,,Asian next to door,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,sir6wK4xJXYOtQxc0vikFYTsAuG3,dealing with exceptions,2,Y2PmVkd7F78KX3IkvVdJ,3c2EQ5kMz18MHtg6AWeJ,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:57:59.616000+00:00,2025-09-18 00:57:27.233000+00:00,2025-09-18 00:56:24.859000+00:00,False,,,middle ish in a grey t shirt,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
Q1aw1sNHFEfHHVb3H61Yytyv5lN2,IoJaJYYXrkbw8u5dBddwgRRlFr52,Reviewing code,1,lUgXYmy0M06bHHAqiTkB,9MCXXinWJFF0Ovfay7Qp,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 01:04:26.422000+00:00,2025-09-18 00:56:24.827000+00:00,2025-09-18 00:55:48.523000+00:00,True,,,Green shirt by the middle door,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
Q1aw1sNHFEfHHVb3H61Yytyv5lN2,Elu41SqOJrN3cpoAIDhTkkA3CGq1,looking at the cards and seeing what they are ,1,me4eTShdH5VGg3E51491,lF2irorcQS14J9wkYKx1,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:54:43.615000+00:00,2025-09-18 00:39:59.036000+00:00,2025-09-18 00:39:19.489000+00:00,True,,,"near the front, bee jacket",,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,cGcsMP3uTBQWgdiKlOfqfjvZAbY2,Can I consult your wisdom?,1,Y2PmVkd7F78KX3IkvVdJ,zQCKB7N7VnpNXB4yxSvf,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:42:44.929000+00:00,2025-09-18 00:38:29.649000+00:00,2025-09-18 00:26:41.169000+00:00,True,False,True,Hat near screen,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
Q1aw1sNHFEfHHVb3H61Yytyv5lN2,3wCwGWgCWBWH758Bgu97xxUnSJF3,deciderank method,2,me4eTShdH5VGg3E51491,Wr7FIC8zLpDyGgvj06hI,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:30:31.245000+00:00,2025-09-18 00:19:48.048000+00:00,2025-09-18 00:17:31.316000+00:00,True,,,with a Rubik's cube on the desk,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,IS1mmd2XXqbkEO2gMwJrKtbfGFv1,"can't figure out how to return chosen rank, also when I put in a char, it does weird things.",2,me4eTShdH5VGg3E51491,d1cx6rcTf9Bjca2Tr69p,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:24:10.125000+00:00,2025-09-18 00:18:49.988000+00:00,2025-09-18 00:07:57.780000+00:00,True,,,fun flannel,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
Q1aw1sNHFEfHHVb3H61Yytyv5lN2,cGcsMP3uTBQWgdiKlOfqfjvZAbY2,Just want to chat...,1,Y2PmVkd7F78KX3IkvVdJ,zQCKB7N7VnpNXB4yxSvf,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:19:43.751000+00:00,2025-09-18 00:09:25.520000+00:00,2025-09-18 00:07:09.022000+00:00,True,,,Dumb Blonde,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,Elu41SqOJrN3cpoAIDhTkkA3CGq1,I have many questions regarding syntax and instruction comprehension,1,me4eTShdH5VGg3E51491,lF2irorcQS14J9wkYKx1,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:08:47.168000+00:00,2025-09-18 00:05:03.776000+00:00,2025-09-17 23:58:25.945000+00:00,True,,,"near the front, bee jacket",,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,cGcsMP3uTBQWgdiKlOfqfjvZAbY2,Need some ayuda,1,Y2PmVkd7F78KX3IkvVdJ,MMRYWK1PkMjB3u22Ik5s,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-18 00:04:14.682000+00:00,2025-09-17 23:55:16.133000+00:00,2025-09-17 23:48:30.587000+00:00,True,,,Hatman,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,eeVVv3YL1SQIq4yY7UfAblxWq6h1,Still issues with my count,1,lUgXYmy0M06bHHAqiTkB,BvdCjo4UXcMJspEcSi7w,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-17 23:47:56.280000+00:00,2025-09-17 23:33:26.463000+00:00,2025-09-17 23:33:14.974000+00:00,False,,,green shirt by the door,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,cGcsMP3uTBQWgdiKlOfqfjvZAbY2,I need some help debugging,1,Y2PmVkd7F78KX3IkvVdJ,MMRYWK1PkMjB3u22Ik5s,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-17 23:31:33.930000+00:00,2025-09-17 23:27:29.741000+00:00,2025-09-17 23:27:12.857000+00:00,False,,,Im near the presenter with the hat,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,lsAx3IYNgkYd4S726p0FcHjnIog2,I do not understand.,1,me4eTShdH5VGg3E51491,jGqlY3FVGXBCPAUt7n4J,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-17 23:23:52.355000+00:00,2025-09-17 23:19:41.766000+00:00,2025-09-17 23:16:21.802000+00:00,False,False,False,King 151,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,eeVVv3YL1SQIq4yY7UfAblxWq6h1,I am having trouble getting my code to run,1,lUgXYmy0M06bHHAqiTkB,BvdCjo4UXcMJspEcSi7w,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-17 23:18:33.909000+00:00,2025-09-17 23:13:39.109000+00:00,2025-09-17 23:12:45.014000+00:00,False,,,In the green shirt by the door,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
uzSJgY7MDpNZnMWFLYswv6HNuwB3,3wCwGWgCWBWH758Bgu97xxUnSJF3,about requestCard,1,me4eTShdH5VGg3E51491,lF2irorcQS14J9wkYKx1,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-17 23:11:53.884000+00:00,2025-09-17 23:07:28.516000+00:00,2025-09-17 23:06:21.111000+00:00,False,,,with a Rubik's cube on desk,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
Q1aw1sNHFEfHHVb3H61Yytyv5lN2,IS1mmd2XXqbkEO2gMwJrKtbfGFv1,Error: Canot evoke Card.getRank() because this.hand is null,1,me4eTShdH5VGg3E51491,lF2irorcQS14J9wkYKx1,YsT3ZlPtYqwbAgEEKVZ0,resolved,2025-09-17 23:56:13.272000+00:00,2025-09-17 23:02:08.529000+00:00,2025-09-17 22:57:56.249000+00:00,True,,False,second row computers nearest white board,,,2025-09-17 23:00:00+00:00,2025-09-18 03:00:00+00:00
,L5ct9vWfkxMMggueUy40Cgmr6K33,the middlle loop,2,ccSQy3HSX5hQJuk0P01U,EGWvAaakVSERN4dSy7MM,gCy1bgHhD8oXOGgUXcMg,unresolved,,,2025-09-16 02:47:01.228000+00:00,True,,,bye electric scooter,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,iPlKBBcswJYUR2q9O7sSgfHoLSn1,lab 2,5,ccSQy3HSX5hQJuk0P01U,3RP3CiIvhb6I0oMywQZO,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 03:01:57.086000+00:00,2025-09-16 02:51:09.428000+00:00,2025-09-16 02:30:20.312000+00:00,False,,,black shirt,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
,AQPf5lPKmGSk9OYO3pmctjtRSBE2,"Need to know how to tell python to change colors of a shape that I create using ""picture"" module. ",7,ccSQy3HSX5hQJuk0P01U,LA7Ps6CFT3i6G8runaeb,gCy1bgHhD8oXOGgUXcMg,retracted,,,2025-09-16 02:14:16.856000+00:00,False,,,King 137,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,juPFTi47uIQGRYhCGlaJFTYbyhG2,Have no idea with the triple loop and the saving expression value didn't match the right one,7,ccSQy3HSX5hQJuk0P01U,AD8xzHSuCpP0kAueoKGD,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:50:58.177000+00:00,2025-09-16 02:41:53.858000+00:00,2025-09-16 02:02:14.082000+00:00,False,,,near by TV,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,L5ct9vWfkxMMggueUy40Cgmr6K33,error messages w/ shape,7,ccSQy3HSX5hQJuk0P01U,wuAUCa5u81brITwflLVS,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:41:23.376000+00:00,2025-09-16 02:39:15.841000+00:00,2025-09-16 01:58:06.461000+00:00,False,,,king 127,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,iyqYXM0y79cJeFIVwaFX2MOKz132,spiral.py,8,ccSQy3HSX5hQJuk0P01U,oDbFajVqOC1i6qH0uL6F,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:38:58.370000+00:00,2025-09-16 02:38:34.634000+00:00,2025-09-16 01:55:12.996000+00:00,False,,,Person in black tank top,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,wcT3Ca6YBLXSzPeRsGYNxJXLKpg2,"I'm confused about the loops require for spiral, fancy spiral and savings. ",7,ccSQy3HSX5hQJuk0P01U,oDbFajVqOC1i6qH0uL6F,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:38:11.253000+00:00,2025-09-16 02:30:12.723000+00:00,2025-09-16 01:53:47.759000+00:00,False,,,137,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,izCZjlXmt0RE8lrJwgrOcylmr9t1,just confused about the code,8,ccSQy3HSX5hQJuk0P01U,EGWvAaakVSERN4dSy7MM,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:29:53.730000+00:00,2025-09-16 02:26:43.374000+00:00,2025-09-16 01:53:25.383000+00:00,False,,,white sweatshirt,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,3pjVWAzGevUsbEz3282tqXBT48o2,I don't even know where to start,7,ccSQy3HSX5hQJuk0P01U,EGWvAaakVSERN4dSy7MM,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:26:32.709000+00:00,2025-09-16 02:26:28.357000+00:00,2025-09-16 01:47:44.487000+00:00,False,,,Near the door,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,3wCwGWgCWBWH758Bgu97xxUnSJF3,requestcards,6,me4eTShdH5VGg3E51491,lF2irorcQS14J9wkYKx1,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:21:49.987000+00:00,2025-09-16 02:14:09.598000+00:00,2025-09-16 01:47:34.883000+00:00,False,,,next to printer,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
,iyqYXM0y79cJeFIVwaFX2MOKz132,patternN,6,ccSQy3HSX5hQJuk0P01U,EGWvAaakVSERN4dSy7MM,gCy1bgHhD8oXOGgUXcMg,retracted,,,2025-09-16 01:39:31.133000+00:00,False,,,Classrom,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,77e4yGOjIkUq1ssmPYcGmwNNXsq2,I'm just really confused in general about pattern N. I made a code for the first astericks but I can't seem to figure out the rest.,6,ccSQy3HSX5hQJuk0P01U,EGWvAaakVSERN4dSy7MM,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:14:05.699000+00:00,2025-09-16 02:01:36.394000+00:00,2025-09-16 01:28:30.746000+00:00,False,,,137 King,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,sir6wK4xJXYOtQxc0vikFYTsAuG3,compiling but not running,5,Y2PmVkd7F78KX3IkvVdJ,zQCKB7N7VnpNXB4yxSvf,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 02:00:33.094000+00:00,2025-09-16 01:56:17.989000+00:00,2025-09-16 01:16:02.532000+00:00,False,,,middle of the room,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
iAvksXzjFlWwALbIWFeF29GRYa53,3wCwGWgCWBWH758Bgu97xxUnSJF3,requestCards method and checkBooks method,4,me4eTShdH5VGg3E51491,lF2irorcQS14J9wkYKx1,gCy1bgHhD8oXOGgUXcMg,resolved,2025-09-16 01:46:45.135000+00:00,2025-09-16 01:34:13.269000+00:00,2025-09-16 01:14:01.451000+00:00,False,,,next to printer,,False,2025-09-15 23:00:00+00:00,2025-09-16 03:00:00+00:00
